X,Y
-10.0,282.8561104967775
-9.797979797979798,263.68091905383864
-9.595959595959595,293.91503839513723
-9.393939393939394,242.2715812429395
-9.191919191919192,225.43645288240182
-8.98989898989899,217.9095152866799
-8.787878787878787,216.39033554922761
-8.585858585858587,193.10908544391543
-8.383838383838384,191.7295615895547
-8.181818181818182,192.60684701929694
-7.979797979797979,177.7624632370931
-7.777777777777778,187.56009746544288
-7.575757575757576,155.6376918321342
-7.373737373737374,149.2762037135275
-7.171717171717171,150.37838220471974
-6.96969696969697,181.6867657290267
-6.767676767676768,113.11695475272464
-6.565656565656566,159.66471352603998
-6.363636363636363,90.08886721962165
-6.161616161616162,111.15271749064486
-5.959595959595959,92.84343422214158
-5.757575757575758,76.6284655670822
-5.555555555555555,100.46332911868124
-5.353535353535354,92.27188431180812
-5.151515151515151,64.68633208937011
-4.94949494949495,26.71763078553689
-4.747474747474747,54.71965064623143
-4.545454545454546,60.676644202607406
-4.343434343434343,52.94566922419962
-4.141414141414142,63.289810625119856
-3.9393939393939394,82.34853853901305
-3.737373737373738,47.7066366287015
-3.5353535353535355,46.78083414425565
-3.333333333333333,34.63030129424965
-3.1313131313131315,51.60145516422074
-2.929292929292929,35.51168555743738
-2.7272727272727275,36.84161767151788
-2.525252525252525,55.25933247878097
-2.3232323232323235,21.08544666105672
-2.121212121212121,8.836953103752661
-1.9191919191919187,21.137295989729203
-1.717171717171718,33.136539026805224
-1.5151515151515156,18.885284451816403
-1.3131313131313131,28.759450486743482
-1.1111111111111107,-6.8980150648522205
-0.9090909090909101,-11.700527483296357
-0.7070707070707076,-5.815046766690831
-0.5050505050505052,-20.5925190023924
-0.30303030303030276,6.875413060271736
-0.10101010101010033,-3.7719187975003097
0.10101010101010033,29.83685639642598
0.30303030303030276,-19.942944544224883
0.5050505050505052,37.87378258078836
0.7070707070707076,-11.71001833621716
0.9090909090909083,-15.467096361809975
1.1111111111111107,-5.567100627095529
1.3131313131313131,51.824805877555605
1.5151515151515156,14.115652624440768
1.7171717171717162,27.86908978618287
1.9191919191919187,16.21044195189811
2.121212121212121,20.939474168351786
2.3232323232323235,15.721088864913142
2.525252525252524,30.196085176493128
2.7272727272727266,42.660592878956585
2.929292929292929,70.16696725186041
3.1313131313131315,3.188614544438181
3.333333333333334,77.21640618785005
3.5353535353535346,60.12608947104675
3.737373737373737,47.02337918011974
3.9393939393939394,48.48079204880241
4.141414141414142,85.61027446231836
4.3434343434343425,74.86270513781425
4.545454545454545,45.39307779131069
4.747474747474747,89.37189099542691
4.94949494949495,111.27892137371161
5.1515151515151505,112.07464854767011
5.353535353535353,89.15093566096631
5.555555555555555,81.86355762263656
5.757575757575758,109.44472450819393
5.9595959595959584,188.54924644584145
6.161616161616163,100.31979452056086
6.363636363636363,122.3601741033194
6.565656565656564,155.2956893404125
6.767676767676768,153.44919507873544
6.969696969696969,160.6653235729819
7.171717171717173,214.1384358767634
7.373737373737374,165.79828447726922
7.575757575757574,192.0422127373581
7.777777777777779,206.07518587309298
7.979797979797979,195.89638965324977
8.18181818181818,193.3770278684917
8.383838383838384,238.02026799169295
8.585858585858585,279.59595165838005
8.787878787878789,262.347856249458
8.98989898989899,267.23610126519185
9.19191919191919,278.51258239216503
9.393939393939394,283.35781608254945
9.595959595959595,324.1088872966063
9.7979797979798,302.48833848498316
10.0,297.86429031162874
